Month_Year,Category,Ship_State,Order_Region,Total_Revenue,Total_Orders,Total_Units_Sold,Revenue_Segment
Feb-2025,SAREE,SWITZERLAND,International,100254010.18,300027,292787.0,High
Oct-2024,BLOUSE,SPAIN,International,17566591.19,19205,17877.0,Medium
Apr-2022,BOTTOM,SOUTH KOREA,International,8374805.34,22163,19964.0,Medium
May-2022,TOP,UAE,International,162211282.74,325516,277706.0,High
Aug-2021,BOTTOM,UNITED STATES,International,271321512.91,482854,505976.0,High
May-2021,BLOUSE,SAUDI ARABIA,International,467028.15,490,436.0,Low
May-2024,KURTA,SINGAPORE,International,8986999.0,6257,5903.0,Medium
May-2022,BLOUSE,MANIPUR,Domestic,283140.0,468,468.0,High
Aug-2022,KURTA,International,International,12930136.0,17630,15822.0,High
Jul-2021,BLOUSE,SIKKIM,Domestic,403180734.66,583048,530501.0,High
Oct-2022,TOP,BELGIUM,International,292381.3,284,265.0,Low
May-2023,SET,MANIPUR,Domestic,394735666.0,283526,262705.0,High
Jun-2022,BOTTOM,WEST BENGAL,Domestic,21280.0,57,57.0,Low
Oct-2022,SET,RAJASTHAN,Domestic,394599.52,343,345.0,Low
May-2024,BLOUSE,CANADA,International,194330779.38,535756,528848.0,High
Apr-2022,TOP,CHHATTISGARH,Domestic,9194619.0,19803,18942.0,High
Sep-2024,SET,ASSAM,Domestic,9296241.11,6673,6758.0,Medium
May-2025,BOTTOM,PUNJAB/MOHALI/ZIRAKPUR,Domestic,95602.82,104,93.0,Low
Jan-2021,SAREE,IRELAND,International,67665057.32,122885,127201.0,High
Feb-2021,BOTTOM,PUNJAB,Domestic,386046269.45,272803,233549.0,High
Sep-2025,KURTA,MEXICO,International,361786176.17,276095,260293.0,High
Jul-2024,BOTTOM,DADRA AND NAGAR,Domestic,226636920.05,263320,236465.0,High
Mar-2022,SAREE,MANIPUR,Domestic,3342253.08,3982,3852.0,Medium
Apr-2022,KURTA,JHARKHAND,Domestic,256216792.0,637088,592640.0,High
May-2024,KURTA,GERMANY,International,3574390.02,7024,7039.0,Medium
Sep-2021,SAREE,UNITED STATES,International,15803008.8,10582,10276.0,Medium
Mar-2022,BOTTOM,SWITZERLAND,International,427974.63,655,607.0,Low
Jul-2024,SAREE,KARNATAKA,Domestic,12019697.57,11792,11010.0,Medium
Mar-2025,BLOUSE,THAILAND,International,186557.36,146,141.0,Low
Jul-2021,TOP,SOUTH KOREA,International,459183615.24,871370,901409.0,High
Jan-2025,KURTA,MEXICO,International,189071.23,132,113.0,Low
May-2023,BLOUSE,SWITZERLAND,International,12556557.91,10144,10049.0,Medium
May-2022,SET,MAHARASHTRA,Domestic,1926316464.0,2427386,2334025.0,High
Apr-2022,SET,MAHARASHTRA,Domestic,2411874437.0,3091403,2996993.0,High
Jan-2023,SET,BELGIUM,International,360200.88,612,574.0,Low
Jan-2024,TOP,SPAIN,International,120351.48,197,186.0,Low
Jun-2022,SET,TELANGANA,Domestic,914403859.0,1088862,1059490.0,High
Feb-2024,SET,MADHYA PRADESH,Domestic,341721908.5,650298,634013.0,High
Mar-2021,KURTA,IRELAND,International,307011.82,472,420.0,Low
May-2025,KURTA,BRAZIL,International,28402.47,44,39.0,Low
Jan-2023,SAREE,MANIPUR,Domestic,85040.81,72,69.0,Low
Sep-2022,TOP,MALAYSIA,International,118437228.87,81032,80399.0,High
Nov-2021,BOTTOM,NEW ZEALAND,International,16051523.88,14421,13835.0,Medium
May-2022,BOTTOM,BRAZIL,International,9082973.63,20345,19308.0,Medium
Jun-2023,TOP,GERMANY,International,3565475.73,2450,2336.0,Medium
May-2022,KURTA,ARUNACHAL PRADESH,Domestic,5537480.0,14816,14816.0,High
Feb-2023,KURTA,PB,Domestic,180031.14,126,130.0,Low
Jul-2025,SET,PUDUCHERRY,Domestic,150101.02,184,160.0,Low
Nov-2024,SAREE,SWEDEN,International,101801.7,73,69.0,Low
Jul-2022,BOTTOM,THAILAND,International,14271723.43,35893,31118.0,Medium
Oct-2022,BOTTOM,PB,Domestic,98846.45,129,120.0,Low
Sep-2023,SET,TAMIL NADU,Domestic,18548868.68,20526,20165.0,Medium
Jun-2025,SET,CANADA,International,474841.52,443,454.0,Low
Nov-2022,KURTA,HARYANA,Domestic,13956702.0,12354,11654.0,High
Apr-2022,TOP,SIKKIM,Domestic,2933427.0,6888,6027.0,High
Mar-2021,SET,MADHYA PRADESH,Domestic,137175.47,166,160.0,Low
Sep-2023,BLOUSE,PORTUGAL,International,27623.22,25,22.0,Low
Apr-2022,SET,SWEDEN,International,383193.61,654,651.0,Low
Jul-2021,SET,ANDHRA PRADESH,Domestic,15504253.43,19942,20251.0,Medium
Jun-2022,BLOUSE,SWITZERLAND,International,371569.49,384,373.0,Low
Dec-2023,SAREE,PB,Domestic,6753887.22,4636,4535.0,Medium
Apr-2021,KURTA,AR,Domestic,14396116.0,11245,9966.0,Medium
Apr-2022,BLOUSE,UTTAR PRADESH,Domestic,4054518.0,9594,9126.0,High
Aug-2022,BOTTOM,PUNJAB,Domestic,78207.03,56,56.0,Low
May-2021,SAREE,ITALY,International,236621174.25,454926,464477.0,High
Dec-2024,SAREE,SAUDI ARABIA,International,415854.05,690,693.0,Low
Aug-2022,BOTTOM,International,International,34739091.0,22237,19246.0,High
Aug-2022,SET,CHHATTISGARH,Domestic,6413865.38,15225,15048.0,Medium
Apr-2022,SET,CHANDIGARH,Domestic,47087512.0,60842,58744.0,High
May-2025,KURTA,SPAIN,International,1767607.04,2380,2419.0,Medium
Mar-2025,SET,SWEDEN,International,2457166.15,2316,2376.0,Medium
Nov-2021,SET,PORTUGAL,International,28004390.48,52469,53103.0,High
Apr-2023,SET,SINGAPORE,International,499117.95,1279,1144.0,Low
Aug-2021,KURTA,SOUTH KOREA,International,352855.55,339,346.0,Low
Jul-2022,BLOUSE,UAE,International,45672942.44,31493,32104.0,High
Jan-2021,TOP,BRAZIL,International,13091939.95,37010,37098.0,Medium
Jul-2023,TOP,SAUDI ARABIA,International,456557.49,473,418.0,Low
Sep-2024,BOTTOM,NEW ZEALAND,International,171203972.09,172818,179751.0,High
Feb-2023,SAREE,NETHERLANDS,International,318147.72,297,302.0,Low
Mar-2021,SET,MADHYA PRADESH,Domestic,322842459.31,385617,338130.0,High
Apr-2022,SET,AUSTRALIA,International,10044328.83,6773,6084.0,Medium
Sep-2024,TOP,AUSTRALIA,International,100823.45,95,96.0,Low
Aug-2022,TOP,ASSAM,Domestic,8575530.17,6632,6610.0,Medium
Jan-2024,SET,MEGHALAYA,Domestic,150249.91,176,156.0,Low
Jun-2023,BLOUSE,SWEDEN,International,459210.44,364,342.0,Low
Jul-2022,TOP,KARNATAKA,Domestic,172381.0,465,432.0,Medium
Nov-2023,KURTA,IRELAND,International,67459204.48,52925,54153.0,High
Jun-2021,TOP,BRAZIL,International,94979152.97,89339,86646.0,High
Nov-2025,KURTA,MIZORAM,Domestic,489039.84,1600,1639.0,Low
Apr-2022,TOP,DADRA AND NAGAR,Domestic,403809.0,861,861.0,High
Dec-2025,BOTTOM,JHARKHAND,Domestic,12491216.47,8482,7398.0,Medium
Jul-2024,KURTA,MALAYSIA,International,98199.81,108,110.0,Low
Jan-2021,BLOUSE,CHANDIGARH,Domestic,18237722.98,16534,16796.0,Medium
Oct-2023,BLOUSE,ANDHRA PRADESH,Domestic,418705167.05,424822,412712.0,High
Jun-2024,SET,DADRA AND NAGAR,Domestic,52348.07,41,42.0,Low
Jun-2025,KURTA,SOUTH KOREA,International,4448012.58,3251,3321.0,Medium
Dec-2024,SAREE,PB,Domestic,159623.07,195,177.0,Low
Nov-2021,TOP,SOUTH AFRICA,International,291186.79,780,667.0,Low
May-2022,BOTTOM,UTTARAKHAND,Domestic,6840.0,19,19.0,Low
Jul-2021,KURTA,ITALY,International,100782.47,158,141.0,Low
Jun-2025,BOTTOM,ARUNACHAL PRADESH,Domestic,282962.31,213,194.0,Low
Mar-2022,SAREE,SOUTH KOREA,International,176792596.06,136683,123603.0,High
May-2022,KURTA,KARNATAKA,Domestic,2917225952.0,6356064,6181976.0,High
Jul-2022,BOTTOM,RJ,Domestic,125265.44,93,87.0,Low
Mar-2025,BOTTOM,MEXICO,International,8743796.15,6936,6247.0,Medium
Jun-2022,KURTA,WEST BENGAL,Domestic,1037031104.0,2140912,2063128.0,High
Nov-2025,BOTTOM,DENMARK,International,75339804.74,53312,54070.0,High
Nov-2022,KURTA,KARNATAKA,Domestic,15581580.0,21144,19903.0,High
Jul-2021,BLOUSE,PUNJAB/MOHALI/ZIRAKPUR,Domestic,226455.78,152,141.0,Low
Dec-2025,KURTA,PB,Domestic,314740931.35,344991,323172.0,High
Apr-2022,BLOUSE,HARYANA,Domestic,1270152.0,3042,3042.0,High
Apr-2022,KURTA,WEST BENGAL,Domestic,1611973392.0,3852160,3622512.0,High
Sep-2025,BLOUSE,PUDUCHERRY,Domestic,475489220.0,536591,510060.0,High
Apr-2024,KURTA,LAKSHADWEEP,Domestic,232098.27,185,188.0,Low
Jun-2022,SET,TRIPURA,Domestic,13136627.0,15735,12588.0,High
Sep-2022,SAREE,TELANGANA,Domestic,29980685.0,18175,15590.0,High
Oct-2021,SAREE,KERALA,Domestic,113694638.99,102042,93329.0,High
Jul-2024,TOP,PONDICHERRY,Domestic,413593.03,369,365.0,Low
Nov-2022,KURTA,TELANGANA,Domestic,9382.0,56,54.0,Low
Aug-2022,SET,JHARKHAND,Domestic,199365.81,203,180.0,Low
Dec-2025,TOP,BELGIUM,International,202246199.89,148113,137869.0,High
Jun-2025,BOTTOM,SAUDI ARABIA,International,83259.23,83,81.0,Low
Aug-2022,SET,FRANCE,International,12596036.25,11001,9819.0,Medium
Apr-2022,BOTTOM,ANDHRA PRADESH,Domestic,27284.0,114,95.0,Low
Apr-2022,SAREE,NORWAY,International,5529861.74,5064,5132.0,Medium
Dec-2022,SET,GUJARAT,Domestic,20271734.0,21629,19548.0,High
May-2022,BOTTOM,ASSAM,Domestic,6840.0,19,19.0,Low
Sep-2025,BLOUSE,NEW ZEALAND,International,406933.96,463,435.0,Low
May-2022,KURTA,PUNJAB,Domestic,267980696.0,585232,559304.0,High
Apr-2023,BLOUSE,ASSAM,Domestic,16954350.84,19890,17772.0,Medium
Jun-2024,KURTA,ITALY,International,352006.18,1165,1193.0,Low
May-2022,BLOUSE,TELANGANA,Domestic,3456180.0,7488,7488.0,High
Jan-2023,SAREE,SPAIN,International,484290171.38,418158,435481.0,High
Jun-2022,SAREE,MAHARASHTRA,Domestic,361032.0,441,441.0,High
Apr-2023,SAREE,DENMARK,International,257109991.59,191412,190907.0,High
Oct-2024,SET,IRELAND,International,176926.74,235,242.0,Low
Apr-2024,SET,SOUTH KOREA,International,406780575.66,650156,613956.0,High
Aug-2023,KURTA,INDONESIA,International,18701555.98,16008,15454.0,Medium
Nov-2023,TOP,UAE,International,335176.11,270,250.0,Low
Oct-2021,BLOUSE,WEST BENGAL,Domestic,304861463.7,954206,950155.0,High
Jun-2021,TOP,SOUTH AFRICA,International,117999948.4,336363,324908.0,High
Oct-2025,BOTTOM,ANDHRA PRADESH,Domestic,297450.32,213,189.0,Low
Mar-2023,SAREE,MIZORAM,Domestic,358468.44,1163,1166.0,Low
May-2022,SET,TELANGANA,Domestic,909945609.0,1124528,1081519.0,High
Jul-2025,SET,DELHI,Domestic,983781.94,1293,1135.0,Medium
Jun-2025,BOTTOM,NETHERLANDS,International,29734387.41,28405,27903.0,High
Oct-2021,TOP,NETHERLANDS,International,297445.72,229,198.0,Low
Aug-2022,BOTTOM,GUJARAT,Domestic,22907803.0,27820,25913.0,High
Jul-2025,BLOUSE,UNITED KINGDOM,International,364851907.87,473565,488238.0,High
Jun-2022,BLOUSE,RAJASTHAN,Domestic,185796.0,234,234.0,High
Jul-2024,BLOUSE,KARNATAKA,Domestic,77568.52,63,63.0,Low
Apr-2025,KURTA,POLAND,International,24322718.85,41751,36638.0,High
Oct-2022,SET,AR,Domestic,53414.21,94,91.0,Low
Apr-2022,BLOUSE,MAHARASHTRA,Domestic,6051942.0,12870,11934.0,High
Mar-2023,TOP,MANIPUR,Domestic,14051917.6,15303,16038.0,Medium
May-2022,TOP,NEW DELHI,Domestic,1402569.0,4305,4305.0,High
May-2022,KURTA,HIMACHAL PRADESH,Domestic,83791888.0,192608,170384.0,High
Mar-2023,BLOUSE,VIETNAM,International,242803.1,318,331.0,Low
Sep-2024,BLOUSE,BELGIUM,International,466652.63,334,318.0,Low
Oct-2024,SAREE,PUNJAB/MOHALI/ZIRAKPUR,Domestic,405285998.1,318912,286721.0,High
Nov-2021,KURTA,RAJSHTHAN,Domestic,469094.65,316,318.0,Low
Apr-2025,TOP,JAPAN,International,4085528.19,3660,3152.0,Medium
Jul-2025,SAREE,NEW ZEALAND,International,453281.47,520,465.0,Low
Apr-2024,TOP,BIHAR,Domestic,18312171.62,23148,23139.0,Medium
Nov-2025,SET,MANIPUR,Domestic,326934.77,230,215.0,Low
Nov-2021,KURTA,ITALY,International,345313.98,240,210.0,Low
Dec-2023,SET,JHARKHAND,Domestic,260929078.77,254295,244626.0,High
Oct-2025,BLOUSE,HARYANA,Domestic,29016476.52,19756,17556.0,High
May-2022,BOTTOM,PUNJAB,Domestic,4998061.33,9765,8730.0,Medium
Jan-2024,SET,INDONESIA,International,234410586.44,387470,393292.0,High
Jul-2022,BOTTOM,HARYANA,Domestic,5843149.0,5075,4501.0,High
Jul-2025,SET,POLAND,International,1609578.87,4434,4147.0,Medium
Apr-2021,KURTA,VIETNAM,International,8412147.79,14899,14936.0,Medium
Oct-2023,TOP,ANDHRA PRADESH,Domestic,341285.59,434,449.0,Low
Jun-2022,KURTA,SIKKIM,Domestic,25309432.0,55560,55560.0,High
Nov-2022,SAREE,DELHI,Domestic,39333489.0,29035,26345.0,High
Nov-2025,SET,KERALA,Domestic,10442544.1,8203,7689.0,Medium
Dec-2024,TOP,THAILAND,International,176012.57,344,321.0,Low
Jan-2023,BLOUSE,UTTAR PRADESH,Domestic,23351485.7,29778,26709.0,High
Nov-2024,SAREE,WEST BENGAL,Domestic,69149342.14,184986,159137.0,High
May-2023,KURTA,DENMARK,International,295485985.34,409865,416643.0,High
Sep-2023,BLOUSE,MANIPUR,Domestic,5735845.89,6438,6549.0,Medium
Apr-2021,BLOUSE,RAJSTHAN,Domestic,9470046.71,22870,23221.0,Medium
Jun-2024,SAREE,MADHYA PRADESH,Domestic,14815117.33,13541,13722.0,Medium
Apr-2025,SET,UNITED KINGDOM,International,133257.32,187,176.0,Low
Jun-2023,KURTA,TAMIL NADU,Domestic,4041812.73,6097,5244.0,Medium
Jul-2025,BOTTOM,RAJASTHAN,Domestic,30704818.35,29769,27493.0,High
Nov-2022,BLOUSE,ANDAMAN & NICOBAR,Domestic,15645855.86,41343,39173.0,Medium
Dec-2021,BOTTOM,MADHYA PRADESH,Domestic,1545878.43,1331,1257.0,Medium
Apr-2022,SAREE,PUDUCHERRY,Domestic,120393.0,147,147.0,High
Mar-2022,KURTA,KARNATAKA,Domestic,17412504.0,40744,37040.0,High
Dec-2022,TOP,ITALY,International,10043786.79,17762,18606.0,Medium
Mar-2022,KURTA,MAHARASHTRA,Domestic,22431424.0,40744,40744.0,High
Jul-2022,KURTA,KARNATAKA,Domestic,15208047.0,7967,7695.0,High
Oct-2025,BOTTOM,MADHYA PRADESH,Domestic,178005.68,144,138.0,Low
Dec-2023,BOTTOM,RJ,Domestic,453431.32,353,324.0,Low
Dec-2023,TOP,IRELAND,International,55108404.55,45260,41047.0,High
Jun-2025,SET,International,Domestic,239803798.33,243900,241100.0,High
Mar-2024,SAREE,ITALY,International,92728.47,72,72.0,Low
May-2023,SET,NORWAY,International,5792901.85,19027,16791.0,Medium
Jul-2021,SET,MALAYSIA,International,34619.07,101,96.0,Low
Jun-2024,SET,MANIPUR,Domestic,77000.35,63,53.0,Low
Aug-2022,BOTTOM,UTTARAKHAND,Domestic,74937.09,56,57.0,Low
May-2022,SET,MANIPUR,Domestic,47235421.0,55597,54548.0,High
May-2022,BOTTOM,GUJARAT,Domestic,50046.0,95,114.0,Medium
Mar-2021,SAREE,BIHAR,Domestic,10366179.2,18346,15736.0,Medium
Sep-2023,KURTA,BELGIUM,International,439572376.65,1306115,1133936.0,High
Nov-2021,SET,WEST BENGAL,Domestic,13994985.78,29904,27905.0,Medium
May-2025,BLOUSE,BELGIUM,International,2434293.34,1750,1562.0,Medium
Apr-2022,KURTA,MAHARASHTRA,Domestic,4380498560.0,10574920,10060064.0,High
Jul-2024,SAREE,HARYANA,Domestic,106276.5,176,155.0,Low
Jun-2021,SET,VIETNAM,International,475108.34,365,336.0,Low
Nov-2022,SET,SAUDI ARABIA,International,433657098.09,302128,279366.0,High
Jul-2022,BOTTOM,MADHYA PRADESH,Domestic,97914.0,302,298.0,Medium
Apr-2022,KURTA,ODISHA,Domestic,495395184.0,1163056,1077864.0,High
Oct-2024,SET,SOUTH AFRICA,International,86700754.52,143807,143282.0,High
Dec-2023,SAREE,BRAZIL,International,111915015.16,146584,138810.0,High
Dec-2022,SET,SOUTH AFRICA,International,2510328.05,3705,3747.0,Medium
Jun-2023,KURTA,CANADA,International,220623.89,330,344.0,Low
Dec-2025,SAREE,CHHATTISGARH,Domestic,2520275.46,5547,4816.0,Medium
Aug-2021,SET,HIMACHAL PRADESH,Domestic,9774125.74,12383,10924.0,Medium
Oct-2025,SET,SWEDEN,International,406460.58,285,287.0,Low
Dec-2022,KURTA,ODISHA,Domestic,47796399.0,26272,24456.0,High
Feb-2024,SET,UAE,International,10511972.69,9726,9997.0,Medium
Nov-2021,SAREE,NORWAY,International,171717288.24,163173,165078.0,High
Oct-2023,BLOUSE,UNITED KINGDOM,International,375244.89,497,452.0,Low
Mar-2023,SAREE,TRIPURA,Domestic,334086300.63,248018,222925.0,High
Mar-2021,BOTTOM,KERALA,Domestic,4894934.73,9149,8034.0,Medium
Jan-2021,BLOUSE,VIETNAM,International,61070.15,80,75.0,Low
Apr-2024,TOP,WEST BENGAL,Domestic,106762.06,101,99.0,Low
Apr-2025,SAREE,MEXICO,International,11792728.26,11330,10548.0,Medium
Jun-2022,TOP,RAJSTHAN,Domestic,381423.0,861,861.0,High
Sep-2024,BLOUSE,SPAIN,International,285645296.38,910662,900919.0,High
Apr-2022,TOP,MAHARASHTRA,Domestic,337762551.0,730128,709464.0,High
Apr-2023,KURTA,PUNJAB,Domestic,14020862.0,11497,10471.0,Medium
Mar-2021,SAREE,SWITZERLAND,International,421433.23,891,833.0,Low
Aug-2022,TOP,SAUDI ARABIA,International,236437014.76,169785,154435.0,High
Jun-2021,TOP,PUDUCHERRY,Domestic,72830376.42,51650,50427.0,High
Nov-2023,BLOUSE,JAPAN,International,228645511.19,430263,382168.0,High
May-2022,BLOUSE,MIZORAM,Domestic,10814274.11,7578,7651.0,Medium
Mar-2022,BOTTOM,AUSTRALIA,International,434800431.23,754570,716719.0,High
Jul-2023,BOTTOM,NETHERLANDS,International,101799.93,300,299.0,Low
Jun-2025,BOTTOM,NETHERLANDS,International,483677357.39,346939,360759.0,High
Jan-2025,KURTA,UTTARAKHAND,Domestic,16217321.84,14331,12195.0,Medium
Oct-2022,SAREE,GOA,Domestic,49499.0,236,231.0,Medium
Jan-2021,SAREE,ASSAM,Domestic,85531.07,88,84.0,Low
Sep-2025,BOTTOM,International,Domestic,36845.75,32,32.0,Low
Nov-2025,BOTTOM,NETHERLANDS,International,11749981.7,8861,9258.0,Medium
Feb-2023,BOTTOM,HIMACHAL PRADESH,Domestic,32124.17,38,38.0,Low
Mar-2022,SAREE,DENMARK,International,222425.16,186,167.0,Low
Jul-2023,KURTA,MADHYA PRADESH,Domestic,384569671.38,702813,697091.0,High
May-2024,BLOUSE,ANDAMAN & NICOBAR,Domestic,367952.18,1056,917.0,Low
Jul-2022,TOP,MEXICO,International,19569063.04,20232,18502.0,Medium
Sep-2023,BLOUSE,ORISSA,Domestic,362699814.98,257308,245324.0,High
Dec-2023,BLOUSE,BRAZIL,International,87641.7,70,63.0,Low
Oct-2022,BOTTOM,TAMIL NADU,Domestic,694190.0,1065,920.0,High
Nov-2023,SAREE,PUNJAB/MOHALI/ZIRAKPUR,Domestic,188873.31,230,224.0,Low
Sep-2022,TOP,GOA,Domestic,103731.0,314,299.0,Medium
Feb-2025,BLOUSE,JAMMU & KASHMIR,Domestic,452845.96,571,545.0,Low
Jun-2025,TOP,ASSAM,Domestic,366874.6,291,302.0,Low
Dec-2025,KURTA,UAE,International,259411.07,174,182.0,Low
Mar-2022,KURTA,BRAZIL,International,222853.24,309,302.0,Low
Jun-2022,BOTTOM,UNITED KINGDOM,International,345142.25,332,344.0,Low
Aug-2023,BOTTOM,KERALA,Domestic,489881386.94,641506,579569.0,High
Sep-2023,BOTTOM,MALAYSIA,International,292698.7,602,554.0,Low
Aug-2022,SET,RAJASTHAN,Domestic,115858.71,111,108.0,Low
Apr-2022,BOTTOM,KARNATAKA,Domestic,125096.0,399,361.0,High
Jun-2024,KURTA,BIHAR,Domestic,5209371.42,5714,5291.0,Medium
Feb-2025,SAREE,TAMIL NADU,Domestic,438809.81,327,319.0,Low
May-2022,SAREE,CHHATTISGARH,Domestic,130095.0,147,147.0,High
Sep-2022,KURTA,BRAZIL,International,37607937.39,62375,61917.0,High
Jan-2023,TOP,CANADA,International,5604146.45,5341,5425.0,Medium
Jul-2022,SAREE,PUNJAB,Domestic,10605.97,16,16.0,Low
Jun-2022,KURTA,KERALA,Domestic,1221686616.0,2792816,2674288.0,High
Jan-2021,SET,VIETNAM,International,367295.01,339,345.0,Low
Sep-2022,BOTTOM,BRAZIL,International,345969113.19,277439,263480.0,High
Apr-2023,SET,THAILAND,International,14850447.92,23567,23044.0,Medium
Apr-2023,SET,CHANDIGARH,Domestic,331786883.24,247306,251173.0,High
Jul-2022,KURTA,RAJASTHAN,Domestic,41365.0,183,171.0,Medium
Nov-2022,KURTA,JHARKHAND,Domestic,4362903.84,4459,4203.0,Medium
Sep-2022,TOP,SAUDI ARABIA,International,270968.82,748,686.0,Low
Sep-2022,BOTTOM,BIHAR,Domestic,91159.0,456,434.0,Medium
Mar-2022,SET,TELANGANA,Domestic,2603618.0,4196,4196.0,High
Apr-2023,SAREE,TRIPURA,Domestic,11668830.39,25111,26053.0,Medium
Jun-2024,KURTA,ORISSA,Domestic,454857.61,566,569.0,Low
Jan-2023,BOTTOM,UNITED STATES,International,388625589.47,368617,360010.0,High
Sep-2024,BOTTOM,NORWAY,International,394251.72,324,322.0,Low
Jan-2025,SET,AR,Domestic,240439.13,244,252.0,Low
Jun-2021,KURTA,CHANDIGARH,Domestic,412607.49,483,505.0,Low
Jul-2025,KURTA,DENMARK,International,7955360.21,9511,8571.0,Medium
Jul-2022,SAREE,SIKKIM,Domestic,14875014.39,12169,10936.0,Medium
Nov-2021,SAREE,KARNATAKA,Domestic,148809.36,190,192.0,Low
May-2022,SET,NEW DELHI,Domestic,6081053.0,10490,9441.0,High
Mar-2021,TOP,ANDAMAN & NICOBAR,Domestic,391082740.01,581968,521680.0,High
Dec-2021,BOTTOM,NAGALAND,Domestic,13113325.96,12489,12210.0,Medium
Jul-2022,BOTTOM,KERALA,Domestic,52243.0,261,245.0,Medium
Feb-2023,SET,UNITED KINGDOM,International,131051668.28,166925,175046.0,High
Jul-2024,SET,ASSAM,Domestic,175091.74,174,158.0,Low
Mar-2022,SET,DELHI,Domestic,6788079.0,8392,8392.0,High
Nov-2022,SET,UNITED STATES,International,61013.21,48,42.0,Low
Dec-2024,BOTTOM,IRELAND,International,107845.86,118,116.0,Low
Jun-2022,BOTTOM,HIMACHAL PRADESH,Domestic,6289.0,19,19.0,Low
Nov-2024,BOTTOM,VIETNAM,International,3623830.06,11714,11720.0,Medium
Oct-2023,SET,AUSTRALIA,International,190407327.75,216795,206091.0,High
Apr-2025,SET,ITALY,International,19185897.86,46884,42017.0,Medium
Apr-2025,SET,SWITZERLAND,International,203352065.45,213534,201490.0,High
Aug-2025,SET,CHANDIGARH,Domestic,8273506.04,18652,17408.0,Medium
Jun-2022,KURTA,JHARKHAND,Domestic,245149.57,218,186.0,Low
Jun-2021,TOP,ANDHRA PRADESH,Domestic,456004.39,427,444.0,Low
Dec-2023,SAREE,UAE,International,1544742.91,3296,3211.0,Medium
May-2025,TOP,ASSAM,Domestic,381179.81,863,877.0,Low
Nov-2025,SAREE,RJ,Domestic,426831102.21,352543,320608.0,High
Aug-2023,KURTA,International,Domestic,10722967.05,9705,8772.0,Medium
Sep-2022,KURTA,NAGALAND,Domestic,121212.7,88,82.0,Low
Aug-2023,SAREE,IRELAND,International,278813021.18,190631,180497.0,High
Sep-2023,BOTTOM,BIHAR,Domestic,5193291.0,4355,4355.0,Medium
Oct-2024,BLOUSE,AUSTRALIA,International,169198448.49,114239,116106.0,High
Jan-2023,TOP,PB,Domestic,187995.12,150,155.0,Low
Oct-2021,BLOUSE,NORWAY,International,413567.15,300,288.0,Low
Apr-2021,SET,BIHAR,Domestic,282286551.72,193288,166292.0,High
Apr-2025,KURTA,ORISSA,Domestic,3747638.98,4010,3881.0,Medium
Mar-2023,BLOUSE,ORISSA,Domestic,11913288.15,19604,20325.0,Medium
Jul-2023,BLOUSE,POLAND,International,2572185.14,2084,1842.0,Medium
May-2023,BLOUSE,DENMARK,International,7194368.9,10362,10055.0,Medium
Oct-2024,BOTTOM,BELGIUM,International,286886.16,199,205.0,Low
Apr-2022,BOTTOM,GOA,Domestic,412541.34,552,559.0,Low
Sep-2023,SAREE,POLAND,International,172680.34,144,126.0,Low
Aug-2025,SET,SINGAPORE,International,303321615.32,572032,552709.0,High
Aug-2025,SAREE,HARYANA,Domestic,11072985.58,8100,7979.0,Medium
Jun-2021,TOP,LADAKH,Domestic,351624308.74,309375,303103.0,High
Dec-2024,BLOUSE,KERALA,Domestic,17080214.19,14882,13514.0,Medium
Apr-2022,SET,LADAKH,Domestic,14072335.0,15735,15735.0,High
Jun-2022,KURTA,MEXICO,International,354792.35,408,354.0,Low
Dec-2023,BOTTOM,INDONESIA,International,166974041.83,153644,137949.0,High
Jun-2022,BOTTOM,KERALA,Domestic,193405.42,602,541.0,Low
Aug-2022,TOP,RJ,Domestic,19294534.37,32249,28274.0,Medium
May-2022,TOP,CHANDIGARH,Domestic,9357348.0,19803,18081.0,High
Aug-2022,TOP,SWEDEN,International,433934580.2,301463,265110.0,High
Sep-2022,BLOUSE,NORWAY,International,351389517.74,1012140,1022142.0,High
Dec-2023,KURTA,DENMARK,International,256096554.52,206340,199486.0,High
Jan-2021,KURTA,NL,Domestic,153809.52,108,100.0,Low
Mar-2021,SAREE,AUSTRALIA,International,3389469.6,3038,2718.0,Medium
Jun-2022,BOTTOM,TAMIL NADU,Domestic,54036.0,209,209.0,Medium
Feb-2021,SET,INDONESIA,International,8399502.54,6054,5535.0,Medium
Apr-2025,BLOUSE,SINGAPORE,International,479697.01,405,404.0,Low
Jun-2022,SAREE,TAMIL NADU,Domestic,598143.0,588,588.0,High
Nov-2022,SET,WEST BENGAL,Domestic,335452.08,599,520.0,Low
Jun-2023,SAREE,SWITZERLAND,International,8009569.4,9993,8583.0,Medium
May-2025,SET,NORWAY,International,76447815.97,53163,47578.0,High
Mar-2025,TOP,INDONESIA,International,29239502.65,22661,19908.0,High
Nov-2023,SET,JAMMU & KASHMIR,Domestic,277571604.45,195227,198544.0,High
May-2021,BOTTOM,MANIPUR,Domestic,9200923.81,7261,6183.0,Medium
Sep-2022,BOTTOM,ANDAMAN & NICOBAR,Domestic,389580.23,356,315.0,Low
Dec-2022,KURTA,CHHATTISGARH,Domestic,3888351.07,3368,3419.0,Medium
Oct-2021,SAREE,NEW ZEALAND,International,67064.88,148,131.0,Low
